Time-stamp: 5 s, Heart Rate: 3.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 181 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 182 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 183 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 184 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 185 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 186 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 187 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 188 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 189 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 190 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 191 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 192 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 193 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 194 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 195 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 196 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 197 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 198 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 199 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 200 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 0 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 1 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 2 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 3 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 4 s, Heart Rate: 10.00 BPM
Time-stamp: 5 s, Heart Rate: 10.00 BPM
Time-stamp: 5 s, Heart Rate: 10.00 BPM
Time-stamp: 5 s, Heart Rate: 10.00 BPM
Time-stamp: 5 s, Heart Rate: 10.00 BPM
Time-stamp: 5 s, Heart Rate: 10.00 BPM
Time-stamp: 5 s, Heart Rate: 10.00 BPM
Time-stamp: 5 s, Heart Rate: 10.00 BPM
Time-stamp: 5 s, Heart Rate: 10.00 BPM
